date,vix_term_structure_slope,realized_volatility_30d,realized_implied_spread,cross_asset_correlation,volatility_dispersion,vol_of_vol_ratio
2009-10-21,2.330000000000002,20.0,2.219999999999999,0.8584654914240022,-11.518666666666668,3.5175517551755178
2009-10-22,2.66,20.0,0.6900000000000013,0.8549928045697684,-13.048666666666666,3.7506041565973893
2009-10-23,2.039999999999999,20.0,2.2699999999999996,0.858019528194118,-11.468666666666667,3.5868881903906598
2009-10-26,1.0600000000000023,20.0,4.309999999999999,0.8439772424478025,-9.428666666666668,3.384615384615385
2009-10-27,0.6300000000000026,20.0,4.829999999999998,0.8098882906661092,-8.908666666666669,3.238421264599275
2009-10-28,-0.48999999999999844,2.802531543882102e-15,27.909999999999997,0.7325586209683509,-5.828666666666667,3.0609100680759584
2009-10-29,0.8999999999999986,2.8008648583086537e-15,24.759999999999998,0.7035615558761562,-8.978666666666665,3.1542810985460417
2009-10-30,-1.620000000000001,5.598616779607466e-15,30.689999999999994,0.5731989674416809,-3.0486666666666657,2.9292929292929295
2009-11-02,-0.9600000000000009,20.0,9.780000000000001,0.5221738278817117,-3.958666666666666,3.088650100738751
2009-11-03,0.060000000000002274,20.0,8.809999999999999,0.48977078764661625,-4.928666666666668,3.1294689343977784
2009-11-04,0.46000000000000085,2.7952008184204255e-15,27.719999999999995,0.45537046013786914,-6.018666666666668,3.1013708513708513
2009-11-05,1.1799999999999997,2.7939915599522297e-15,25.429999999999996,0.4337637325223059,-8.308666666666667,3.1104994101454975
2009-11-06,1.6899999999999977,5.585701844806365e-15,24.189999999999994,0.4304726852203542,-9.548666666666666,3.0475403059115336
2009-11-09,1.2600000000000016,5.583546451384495e-15,23.14999999999999,0.4400398261730304,-10.588666666666668,2.973218142548596
2009-11-10,1.870000000000001,5.5815067996446994e-15,22.839999999999993,0.45295470557608947,-10.898666666666667,2.9986865148861646
2009-11-11,1.9299999999999997,8.369360715328332e-15,23.039999999999992,0.46212319620880987,-10.698666666666668,3.1705729166666665
2009-11-12,1.8300000000000018,20.0,4.239999999999998,0.4587344434067855,-9.498666666666669,3.3320957095709574
2009-11-13,2.240000000000002,20.0,3.3599999999999994,0.4640961729373572,-10.378666666666668,3.4366438356164384
2009-11-16,2.259999999999998,2.7871686155554963e-15,22.889999999999997,0.47365302263000714,-10.848666666666666,3.6395806028833553
2009-11-17,2.629999999999999,2.7863784897804253e-15,22.409999999999997,0.48807441086845066,-11.328666666666667,3.746987951807229
2009-11-18,3.09,2.785624905320456e-15,21.629999999999995,0.5118144962360534,-12.108666666666668,3.6592695330559413
2009-11-19,2.4800000000000004,2.784905384475359e-15,22.629999999999995,0.5204867483284629,-11.108666666666668,3.5028722934158196
2009-11-20,2.469999999999999,5.568435337205102e-15,22.189999999999994,0.5327640299237396,-11.548666666666666,3.405137449301487
2009-11-23,2.9499999999999993,5.567119388861735e-15,21.159999999999993,0.5552120174471293,-12.578666666666667,3.5841209829867675
2009-11-24,3.2699999999999996,20.0,0.46999999999999886,0.5737559395114766,-13.268666666666668,3.6663409868099657
2009-11-25,3.1799999999999997,20.0,0.4800000000000004,0.5924954552019038,-13.258666666666667,3.6088867187499996
2009-11-26,3.1799999999999997,20.0,0.4800000000000004,0.6089972993800875,-13.258666666666667,3.6088867187499996
2009-11-27,1.2999999999999972,2.7811896985184666e-15,24.849999999999998,0.6090039812792245,-8.888666666666666,3.3496981891348083
2009-11-30,1.7299999999999969,2.780655008578214e-15,24.509999999999998,0.6092895278184649,-9.228666666666665,3.32843737250102
2009-12-01,3.0199999999999996,2.780140786658223e-15,21.919999999999998,0.6070303666965577,-11.818666666666665,3.683394160583941
2009-12-02,3.6799999999999997,2.779645879527171e-15,21.119999999999997,0.6015778430455643,-12.618666666666666,3.7054924242424243
2009-12-03,3.0500000000000007,5.558338437987733e-15,22.459999999999994,0.5996750251025265,-11.278666666666666,3.4959928762243986
2009-12-04,3.5100000000000016,20.0,1.25,0.5888654614480233,-12.488666666666667,3.632
2009-12-07,3.1999999999999993,20.0,2.1000000000000014,0.5748900906202795,-11.638666666666666,3.518099547511312
2009-12-08,2.4399999999999977,20.0,3.6900000000000013,0.5726197186882249,-10.048666666666666,3.3588011819333046
2009-12-09,3.1400000000000006,2.7774262465935165e-15,22.659999999999997,0.56019142565575,-11.078666666666667,3.74801412180053
2009-12-10,3.0199999999999996,2.777027277081066e-15,22.319999999999997,0.546796815816411,-11.418666666666667,3.7885304659498207
2009-12-11,3.530000000000001,2.7766415520598178e-15,21.589999999999996,0.5268923518306725,-12.148666666666667,3.838351088466883
2009-12-14,3.41,5.552536845552252e-15,21.14999999999999,0.511289422399589,-12.588666666666668,3.8600472813238773
2009-12-15,3.240000000000002,5.551814564333515e-15,21.48999999999999,0.5029320301103654,-12.248666666666669,3.768729641693811
2009-12-16,3.710000000000001,20.0,0.5399999999999991,0.502995097173027,-13.198666666666668,3.994644595910419
2009-12-17,2.2699999999999996,20.0,2.5100000000000016,0.5017677781976203,-11.228666666666665,3.712127943136384
2009-12-18,2.84,2.774890280014226e-15,21.679999999999996,0.49135788053534657,-12.058666666666667,3.7707564575645756
2009-12-21,3.0400000000000027,2.7745717481552864e-15,20.489999999999995,0.49057352330763154,-13.248666666666669,3.88579795021962
2009-12-22,3.2200000000000024,2.774262689758543e-15,19.539999999999996,0.49667147814173235,-14.198666666666668,3.6566018423746165
2009-12-23,2.969999999999999,2.7739626883854294e-15,19.709999999999997,0.5061458623827801,-14.028666666666666,3.541856925418569
2009-12-24,2.960000000000001,2.773671351653188e-15,19.469999999999995,0.4942917281030465,-14.268666666666668,3.534155110426297
2009-12-25,2.960000000000001,5.546776619045162e-15,19.46999999999999,0.47786146906711713,-14.268666666666668,3.534155110426297
2009-12-28,2.5599999999999987,20.0,-0.07000000000000028,0.4635745941683129,-13.808666666666667,3.506773707977923
2009-12-29,2.6199999999999974,20.0,0.010000000000001563,0.4592602726266746,-13.728666666666665,3.45327336331834
2009-12-30,2.6999999999999993,2.7725855534703975e-15,19.959999999999997,0.4683905890353232,-13.778666666666666,3.5250501002004007
2009-12-31,2.210000000000001,2.7723323839904866e-15,21.679999999999996,0.4646964686864783,-12.058666666666667,3.4589483394833946
2010-01-01,2.210000000000001,2.7720859434918447e-15,21.679999999999996,0.4727606522883871,-12.058666666666667,3.4589483394833946
2010-01-04,2.7300000000000004,2.7718459672161503e-15,20.039999999999996,0.49273649815535886,-13.698666666666668,3.657684630738523
2010-01-05,3.039999999999999,2.7716122041149786e-15,19.349999999999998,0.5135206218048908,-14.388666666666666,3.636175710594315
2010-01-06,2.6400000000000006,5.542768831947434e-15,19.159999999999993,0.5359182526005712,-14.578666666666667,3.5307933194154493
2010-01-07,2.5400000000000027,20.0,-0.9400000000000013,0.5580624907055768,-14.678666666666668,3.5230849947534106
2010-01-08,2.870000000000001,20.0,-1.870000000000001,0.5833398927629613,-15.608666666666668,3.6243794815223387
2010-01-11,3.719999999999999,2.7707346950842416e-15,17.549999999999997,0.612548631962498,-16.188666666666666,3.696296296296296
2010-01-12,3.539999999999999,2.770528654206836e-15,18.249999999999996,0.6337293477117951,-15.488666666666667,3.8586301369863016
2010-01-13,3.4399999999999977,2.77032756339516e-15,17.849999999999998,0.6518801122795004,-15.888666666666666,4.231372549019608
2010-01-14,3.080000000000002,2.7701312463794733e-15,17.629999999999995,0.6801723492879266,-16.108666666666668,4.22688598979013
2010-01-15,3.5700000000000003,2.769939535161113e-15,17.909999999999997,0.6936998941993914,-15.828666666666667,4.146845337800111
2010-01-18,3.5700000000000003,5.539504539065988e-15,17.909999999999993,0.7021358979290225,-15.828666666666667,4.146845337800111
2010-01-19,3.3100000000000023,20.0,-2.4200000000000017,0.7118075392237212,-16.15866666666667,4.180887372013652
2010-01-20,2.719999999999999,20.0,-1.3200000000000003,0.7154958017899423,-15.058666666666667,4.301927194860814
2010-01-21,0.879999999999999,2.7692156518258297e-15,22.269999999999996,0.6999156222530467,-11.468666666666667,3.988325101032779
2010-01-22,-1.0199999999999996,2.7690447073118347e-15,27.309999999999995,0.663471158190534,-6.428666666666668,3.6638593921640425
2010-01-25,-0.21999999999999886,2.7688775096117568e-15,25.409999999999997,0.6185379906898121,-8.328666666666667,3.564738292011019
2010-01-26,0.620000000000001,2.7687139368743754e-15,24.549999999999997,0.5808324545880186,-9.188666666666666,3.6676171079429736
2010-01-27,0.9899999999999984,2.7685538724755205e-15,23.139999999999997,0.5622367335811486,-10.598666666666666,3.710458081244598
2010-01-28,0.9400000000000013,5.536794409481535e-15,23.729999999999993,0.5352177942998485,-10.008666666666667,3.704593341761483
2010-01-29,0.759999999999998,20.0,4.620000000000001,0.5026118017134239,-9.118666666666666,3.6149471974004874
2010-02-01,1.0500000000000007,2.7680936357717384e-15,22.589999999999996,0.48118820463283546,-11.148666666666667,3.706507304116866
2010-02-02,1.4499999999999993,2.7679465336785947e-15,21.479999999999997,0.47287435480041873,-12.258666666666667,3.7700186219739296
2010-02-03,1.3999999999999986,2.767802426088562e-15,21.599999999999998,0.46876040313311973,-12.138666666666666,3.729166666666666
2010-02-04,-0.09999999999999787,2.767661222485374e-15,26.079999999999995,0.4636364694733549,-7.658666666666669,3.5053680981595097
2010-02-05,-0.10999999999999943,2.7675228359645e-15,26.109999999999996,0.4713452009129917,-7.628666666666668,3.3787820758330143
2010-02-08,-0.08000000000000185,2.7673871830547813e-15,26.509999999999998,0.47790947289633573,-7.2286666666666655,3.3953225198038477
2010-02-09,0.03999999999999915,2.767254183550533e-15,25.999999999999996,0.4805325442579372,-7.738666666666667,3.4153846153846152
2010-02-10,0.4700000000000024,20.0,5.399999999999999,0.4799837658309888,-8.338666666666668,3.629133858267717
2010-02-11,0.6099999999999994,2.7669958393233397e-15,23.959999999999997,0.4741666344932484,-9.778666666666666,3.7391485809682803
2010-02-12,1.7300000000000004,2.7668703491380407e-15,22.729999999999997,0.47227524088120354,-11.008666666666667,3.8785745710514736
2010-02-15,1.7300000000000004,2.766747221160358e-15,22.729999999999997,0.47021445025017433,-11.008666666666667,3.8785745710514736
2010-02-16,1.3200000000000003,2.766626389313104e-15,22.249999999999996,0.4715336760850121,-11.488666666666667,3.6750561797752805
2010-02-17,1.5700000000000003,2.766507789960813e-15,21.719999999999995,0.47205527130889596,-12.018666666666668,3.696593001841621
2010-02-18,2.150000000000002,2.7663913617979782e-15,20.629999999999995,0.47532206842365854,-13.108666666666668,3.8390693165293266
2010-02-19,2.289999999999999,2.766277045743391e-15,20.019999999999996,0.45744797250053,-13.718666666666667,3.8946053946053945
2010-02-22,1.7899999999999991,20.0,-0.05999999999999872,0.4467260258609732,-13.798666666666666,3.783350050150451
2010-02-23,1.25,20.0,1.370000000000001,0.4478425211774831,-12.368666666666666,3.6415535797847447
2010-02-24,1.8099999999999987,20.0,0.2699999999999996,0.4584592518302323,-13.468666666666667,3.7459299457326103
2010-02-25,1.9699999999999989,20.0,0.10000000000000142,0.4594601644066208,-13.638666666666666,3.7462686567164174
2010-02-26,2.1499999999999986,20.0,-0.5,0.47508069870746206,-14.238666666666667,3.75025641025641
2010-03-01,2.1799999999999997,2.765632451293129e-15,19.259999999999998,0.48248375274843314,-14.478666666666665,3.8026998961578395
2010-03-02,2.120000000000001,2.765531432849071e-15,19.059999999999995,0.469174013310315,-14.678666666666668,3.8525708289611758
2010-03-03,2.1400000000000006,2.7654321229852146e-15,18.829999999999995,0.4693330399292177,-14.908666666666669,3.8560807222517264
2010-03-04,2.3100000000000023,20.0,-1.2800000000000011,0.47832806212346635,-15.018666666666668,3.7665598290598297
2010-03-05,2.8099999999999987,20.0,-2.5799999999999983,0.5064898932005255,-16.318666666666665,4.079219288174512
2010-03-08,2.4700000000000024,20.0,-2.210000000000001,0.5364007927883117,-15.948666666666668,3.985385047779652
2010-03-09,2.2399999999999984,20.0,-2.0799999999999983,0.5601621289600768,-15.818666666666665,3.9893973214285707
2010-03-10,1.9400000000000013,20.0,-1.4299999999999997,0.5872760937120866,-15.168666666666667,4.103392568659128
2010-03-11,2.6400000000000006,2.7648698337544907e-15,18.059999999999995,0.5910175230441457,-15.678666666666668,4.217054263565892
2010-03-12,2.6900000000000013,2.764781356504152e-15,17.579999999999995,0.6167487786909812,-16.15866666666667,4.194539249146758
2010-03-15,2.719999999999999,2.7646942808901747e-15,17.999999999999996,0.6438776231487768,-15.738666666666667,4.178888888888888
2010-03-16,2.469999999999999,20.0,-2.3099999999999987,0.6701038619505114,-16.048666666666666,4.319389485585075
2010-03-17,2.8099999999999987,20.0,-3.09,0.6825470425651609,-16.828666666666667,4.326434062684801
2010-03-18,2.8599999999999994,20.0,-3.379999999999999,0.6949738572986806,-17.118666666666666,4.600481347773766
2010-03-19,2.9800000000000004,20.0,-3.030000000000001,0.7061498505735366,-16.768666666666668,4.518562168532705
2010-03-22,3.2399999999999984,2.7642788060398522e-15,16.869999999999997,0.7270597744910778,-16.868666666666666,4.60877296976882
2010-03-23,3.3299999999999983,2.764199481014912e-15,16.349999999999998,0.7443642774377638,-17.388666666666666,4.789602446483181
2010-03-24,2.5299999999999976,2.7641213466221045e-15,17.549999999999997,0.7509179558765543,-16.188666666666666,4.597150997150997
2010-03-25,2.1799999999999997,2.7640443762547525e-15,18.399999999999995,0.7521575149039569,-15.338666666666668,4.555434782608696
2010-03-26,2.289999999999999,20.0,-2.2300000000000004,0.7560730149560184,-15.968666666666667,4.589758019133371
2010-03-29,2.2600000000000016,20.0,-2.41,0.7651549601383186,-16.148666666666667,4.476975554292212
2010-03-30,2.41,20.0,-2.870000000000001,0.7731195819078774,-16.608666666666668,4.489784004670169
2010-03-31,2.330000000000002,20.0,-2.41,0.7804901933245559,-16.148666666666667,4.405343945423536
2010-04-01,2.4299999999999997,2.7636761070670206e-15,17.469999999999995,0.7850693718672941,-16.268666666666668,4.481396680022897
2010-04-02,2.4299999999999997,2.7636056042262315e-15,17.469999999999995,0.7859124914168946,-16.268666666666668,4.481396680022897
2010-04-05,2.330000000000002,2.7635360996651694e-15,17.019999999999996,0.7872450192863903,-16.718666666666667,4.5223266745005875
2010-04-06,2.6099999999999994,2.763467572330222e-15,16.229999999999997,0.7924662431522861,-17.508666666666667,4.7332101047443
2010-04-07,2.5700000000000003,20.0,-3.379999999999999,0.7997222633195817,-17.118666666666666,4.702767749699158
2010-04-08,2.599999999999998,20.0,-3.5199999999999996,0.8026319368687459,-17.258666666666667,4.675970873786408
2010-04-09,2.4800000000000004,20.0,-3.8599999999999994,0.8067819697951432,-17.598666666666666,4.847583643122676
2010-04-12,3.380000000000001,20.0,-4.42,0.8118104273251056,-18.15866666666667,5.138639281129653
2010-04-13,2.789999999999999,2.7631388972053865e-15,16.199999999999996,0.8153309001433973,-17.538666666666668,4.93641975308642
2010-04-14,3.1799999999999997,2.7630758226428673e-15,15.589999999999996,0.8204030048234002,-18.148666666666667,5.343810134701732
2010-04-15,3.009999999999998,2.763013593307755e-15,15.889999999999997,0.8283812305513606,-17.848666666666666,5.229704216488357
2010-04-16,1.870000000000001,2.7629521923234404e-15,18.359999999999996,0.8321953341945708,-15.378666666666668,4.699891067538127
2010-04-19,2.4499999999999993,20.0,-2.66,0.8501785443221548,-16.398666666666667,4.71280276816609
2010-04-20,3.259999999999998,20.0,-4.27,0.8633836466410462,-18.008666666666667,5.063572790845519
2010-04-21,2.9800000000000004,20.0,-3.6799999999999997,0.8667994318546435,-17.418666666666667,5.140318627450981
2010-04-22,3.120000000000001,20.0,-3.530000000000001,0.8769838453274421,-17.268666666666668,5.207043108682454
2010-04-23,2.7699999999999996,2.762657052420625e-15,16.619999999999997,0.8853654300029559,-17.118666666666666,5.303249097472924
2010-04-26,2.3900000000000006,2.762600291132136e-15,17.469999999999995,0.8922631889942324,-16.268666666666668,5.010303377218088
2010-04-27,-0.08999999999999986,2.7625442517733165e-15,22.809999999999995,0.8486059714742202,-10.928666666666668,4.525646646207804
2010-04-28,1.2300000000000004,2.7624889206581583e-15,21.079999999999995,0.8380295422541046,-12.658666666666669,4.824478178368122
2010-04-29,2.5199999999999996,20.0,-1.5599999999999987,0.8247320307520013,-15.298666666666666,5.0130151843817785
2010-04-30,1.620000000000001,20.0,2.0500000000000007,0.7829329349903165,-11.688666666666666,4.599092970521542
2010-05-03,2.389999999999997,20.0,0.19000000000000128,0.7457481783062535,-13.548666666666666,4.738979692917286
2010-05-04,1.2300000000000004,2.7622744167233193e-15,23.839999999999996,0.698557286176944,-9.898666666666667,4.273489932885906
2010-05-05,1.4600000000000009,2.762222433201005e-15,24.909999999999997,0.6786552448182059,-8.828666666666667,4.238859895624247
2010-05-06,-6.429999999999996,2.7621710826635883e-15,32.8,0.7081621921299485,-0.9386666666666699,3.8219512195121954
2010-05-07,-4.330000000000005,2.762120353619559e-15,40.95,0.7588148497946893,7.211333333333336,3.305982905982906
2010-05-10,0.14000000000000057,2.762070234853896e-15,28.839999999999996,0.7792808696916401,-4.898666666666667,3.847434119278779
2010-05-11,0.5500000000000007,20.0,8.32,0.795078936771407,-5.418666666666667,4.023658192090395
2010-05-12,1.129999999999999,20.0,5.52,0.8024409433786077,-8.218666666666667,4.566222570532916
2010-05-13,0.9299999999999997,20.0,6.68,0.8093339542681295,-7.058666666666667,4.616566716641679
2010-05-14,-0.4399999999999977,2.7618756474969418e-15,31.239999999999995,0.8311449550369456,-2.4986666666666686,4.10819462227913
2010-05-17,-0.3299999999999983,2.7618284210125377e-15,30.839999999999996,0.8476101432844158,-2.898666666666667,3.922503242542153
2010-05-18,-0.7399999999999949,2.761781742879758e-15,33.55,0.8662623011808246,-0.18866666666666987,4.048286140089419
2010-05-19,-1.1400000000000006,2.761735603603259e-15,35.32,0.8834071941682536,1.5813333333333333,3.636466591166478
2010-05-20,-4.960000000000001,2.761689993905666e-15,45.79,0.8993130859443434,12.051333333333332,3.1692509281502512
2010-05-21,-2.700000000000003,20.0,20.1,0.9101399340659421,6.361333333333334,3.25860349127182
2010-05-24,-1.4100000000000037,20.0,18.32,0.9210563144133664,4.581333333333333,3.232515657620042
2010-05-25,0.28999999999999915,20.0,14.61,0.9274129551719524,0.8713333333333324,3.448714244438024
2010-05-26,-1.0700000000000003,2.7615126726435542e-15,35.02,0.9346065119817584,1.281333333333336,3.3032552826956025
2010-05-27,0.9600000000000009,2.76146957888525e-15,29.679999999999996,0.9371570474052561,-4.058666666666667,3.6266846361185983
2010-05-28,-0.07000000000000028,2.7614269632851443e-15,32.07,0.9407914722528585,-1.6686666666666667,3.434050514499532
2010-05-31,-0.07000000000000028,2.7613848179288345e-15,32.07,0.9447196141735483,-1.6686666666666667,3.434050514499532
2010-06-01,-1.519999999999996,2.7613431350756236e-15,35.54,0.9482755763238181,1.8013333333333321,3.0928531232414183
2010-06-02,0.41999999999999815,20.0,10.170000000000002,0.9483877073335003,-3.5686666666666653,3.248922770964534
2010-06-03,0.7799999999999976,20.0,9.46,0.9489385007449678,-4.278666666666666,3.245417515274949
2010-06-04,-1.1099999999999994,20.0,15.479999999999997,0.9502217383871665,1.7413333333333298,2.9117812852311165
2010-06-07,-1.2700000000000031,2.7611808796983896e-15,36.57,0.9540327367326128,2.8313333333333333,2.809953513809133
2010-06-08,-0.05000000000000426,2.761141399006631e-15,33.7,0.957240633718834,-0.038666666666664185,3.0204747774480714
2010-06-09,0.07000000000000028,2.7611023377666786e-15,33.73,0.960331557454822,-0.008666666666670153,3.313667358434628
2010-06-10,0.8999999999999986,2.7610636893293153e-15,30.569999999999997,0.9620819795302541,-3.1686666666666667,3.5528295714753027
2010-06-11,2.16,2.761025447185125e-15,28.789999999999996,0.9636334596736899,-4.948666666666668,3.601597777005905
2010-06-14,2.1000000000000014,20.0,8.579999999999998,0.9631453066860075,-5.158666666666669,3.4961511546536044
2010-06-15,2.5799999999999983,20.0,5.870000000000001,0.9623040162320846,-7.868666666666666,3.826826439891766
2010-06-16,2.8599999999999994,2.7609130954384875e-15,25.919999999999998,0.9614799581754614,-7.818666666666665,3.6138117283950617
2010-06-17,3.16,2.7608764160432905e-15,25.049999999999997,0.9608912551464492,-8.688666666666666,3.5788423153692617
2010-06-18,4.010000000000002,2.7608401123671823e-15,23.949999999999996,0.9603982934644294,-9.788666666666668,3.8563674321503134
2010-06-21,2.66,2.76080417866665e-15,24.879999999999995,0.9600901418839026,-8.858666666666668,3.858922829581994
2010-06-22,2.039999999999999,2.760768609314651e-15,27.049999999999997,0.9592088273201211,-6.688666666666666,3.757855822550832
2010-06-23,2.3500000000000014,2.7607333987976793e-15,26.909999999999997,0.9586261767838761,-6.828666666666667,3.6763285024154593
2010-06-24,1.620000000000001,20.0,9.739999999999998,0.9573934025968831,-3.9986666666666686,3.4865501008742434
2010-06-25,2.169999999999998,20.0,8.530000000000001,0.9556069601036417,-5.208666666666666,3.4178058184367335
2010-06-28,1.9600000000000009,2.760629866765662e-15,28.999999999999996,0.9544649846096807,-4.738666666666667,3.414137931034483
2010-06-29,0.25,2.7605960386264976e-15,34.13,0.951384863388651,0.39133333333333553,3.0471725754468206
2010-06-30,0.6899999999999977,2.7605625433610657e-15,34.54,0.9483461842096439,0.8013333333333321,3.0445859872611463
2010-07-01,1.6300000000000026,2.7605293760801265e-15,32.86,0.9478005244836455,-0.8786666666666676,3.0642118076688982
2010-07-02,3.169999999999998,2.7604965319897257e-15,30.119999999999997,0.9469150378201112,-3.618666666666666,3.2267596281540505
2010-07-05,3.169999999999998,20.0,10.120000000000001,0.9444991554770066,-3.618666666666666,3.2267596281540505
2010-07-06,2.3599999999999994,20.0,9.649999999999999,0.9414462840790829,-4.0886666666666684,3.29106239460371
2010-07-07,2.879999999999999,20.0,6.84,0.9377499784992411,-6.898666666666667,3.432935916542474
2010-07-08,3.1199999999999974,2.760368294861837e-15,25.709999999999997,0.9340689169672944,-8.028666666666666,3.4947491248541422
2010-07-09,3.1900000000000013,2.7603369979917313e-15,24.979999999999997,0.9321195807039352,-8.758666666666667,3.5460368294635707
2010-07-12,3.960000000000001,2.7603059974246015e-15,24.429999999999996,0.9291613200458356,-9.308666666666667,3.7556283258288987
2010-07-13,3.7600000000000016,2.760275288972397e-15,24.559999999999995,0.9246079780244241,-9.178666666666668,3.6970684039087947
2010-07-14,3.9399999999999977,20.0,4.890000000000001,0.9193663637406075,-8.848666666666666,3.8621936520691036
2010-07-15,4.09,2.7602147320515127e-15,25.139999999999997,0.913268333277446,-8.598666666666666,3.8882259347653143
2010-07-16,4.350000000000001,20.0,6.25,0.9051341691793744,-7.488666666666667,3.869333333333333
2010-07-19,4.109999999999999,20.0,5.969999999999999,0.8973229528952918,-7.768666666666668,3.9499422410473626
2010-07-20,4.289999999999999,2.7601259872512178e-15,23.929999999999996,0.9024718216118727,-9.808666666666667,4.132469703301296
2010-07-21,3.4399999999999977,20.0,5.640000000000001,0.898445995270486,-8.098666666666666,3.78393135725429
2010-07-22,3.2699999999999996,2.7600681732741213e-15,24.629999999999995,0.8922102176115556,-9.108666666666668,3.784003248071458
2010-07-23,3.5199999999999996,20.0,3.469999999999999,0.8912250546014858,-10.268666666666668,3.8304218150830853
2010-07-26,3.710000000000001,2.760011404525501e-15,22.729999999999997,0.8875852638082413,-11.008666666666667,3.8957325120985478
2010-07-27,3.1799999999999997,20.0,3.1900000000000013,0.8883206645589262,-10.548666666666666,3.887020267356619
2010-07-28,2.460000000000001,20.0,4.25,0.8896845789518291,-9.488666666666667,3.7406185567010306
2010-07-29,2.990000000000002,2.7599281500300735e-15,24.129999999999995,0.8914554312084478,-9.608666666666668,3.755491089929549
2010-07-30,3.6400000000000006,20.0,3.5,0.9046292171282865,-10.238666666666667,3.81063829787234
2010-08-02,3.389999999999997,20.0,2.0100000000000016,0.9097916984030427,-11.728666666666665,3.8627896410722395
2010-08-03,3.3800000000000026,20.0,2.629999999999999,0.9131502589437845,-11.108666666666668,3.7578435704816617
2010-08-04,3.75,2.759820548394522e-15,22.209999999999997,0.9171117342136167,-11.528666666666666,3.829356145880234
2010-08-05,4.059999999999999,20.0,2.1000000000000014,0.9196020743214016,-11.638666666666666,3.914932126696832
2010-08-06,4.380000000000003,20.0,1.7399999999999984,0.921933121819535,-11.998666666666669,4.022079116835327
2010-08-09,3.8900000000000006,2.7597422900244734e-15,22.139999999999997,0.9243378963474028,-11.598666666666666,3.968383017163505
2010-08-10,3.9399999999999977,20.0,2.370000000000001,0.9248534428252381,-11.368666666666666,4.0388913723737145
2010-08-11,3.3000000000000007,2.7596912361577944e-15,25.389999999999997,0.9228382822656656,-8.348666666666666,4.0429302875147695
2010-08-12,3.5199999999999996,20.0,5.73,0.9348328525743663,-8.008666666666667,3.87679751263117
2010-08-13,3.7300000000000004,20.0,6.239999999999998,0.9387922950245423,-7.498666666666669,3.79344512195122
2010-08-16,3.6999999999999993,20.0,6.100000000000001,0.9380625106434842,-7.638666666666666,3.782758620689655
2010-08-17,4.240000000000002,2.759591710715125e-15,24.329999999999995,0.9356854199854772,-9.408666666666669,3.8327168105219895
2010-08-18,3.9899999999999984,20.0,4.59,0.9331661862712506,-9.148666666666667,3.7128914192761284
2010-08-19,3.1899999999999977,20.0,6.440000000000001,0.9326451920403802,-7.298666666666666,3.4780635400907713
2010-08-20,4.050000000000001,2.759519241493859e-15,25.489999999999995,0.9314915324732941,-8.248666666666669,3.5049038838760302
